entry_time,exit_time,hora_entrada,dia_entrada,side,entry_price,exit_price,qty,sl_orig,tp,pnl_bruto,comision,pnl_neto,resultado,capital_post,rsi,adx,htf,size_mult,duracion_min,be_hit,dd_al_entrar
2025-06-13 08:10:00+00:00,2025-06-13 09:15:00+00:00,8,Friday,SHORT,105345.16443,104532.56664144302,0.019136139967195293,105580.32157285715,104522.11443000002,46.65,2.2089,44.441,WIN,344.441,84.1,62.54,BEARISH,0.5,65.0,True,0.0
2025-06-13 15:10:00+00:00,2025-06-13 16:10:00+00:00,15,Friday,SHORT,105428.75607,105765.44132525014,0.029756221605995538,105776.01892714285,104213.33607,-30.0554,3.4564,-33.5118,LOSS,310.9292,70.2,16.75,BEARISH,1.0,60.0,False,0.0
2025-06-17 19:15:00+00:00,2025-06-17 19:20:00+00:00,19,Tuesday,SHORT,104959.40301,105183.08936341328,0.019913851446828956,105193.6087242857,104139.68301000001,-13.3634,2.3016,-15.665,LOSS,295.2642,79.07,29.0,BEARISH,0.5,5.0,False,-9.73
2025-06-17 19:20:00+00:00,2025-06-17 20:15:00+00:00,19,Tuesday,SHORT,105275.27142,104426.78305414201,0.018047303981018448,105520.67999142858,104416.34142000001,45.9388,2.0815,43.8573,WIN,339.1215,86.12,30.73,BEARISH,0.5,55.0,True,-9.73
2025-06-18 20:45:00+00:00,2025-06-18 21:55:00+00:00,20,Wednesday,SHORT,104800.11894,105012.71376124884,0.045601859045322504,105023.21608285714,104019.27894,-0.9558,5.2623,-6.2181,BE,332.9033,70.88,18.65,BEARISH,1.0,70.0,True,-1.54
2025-06-25 15:30:00+00:00,2025-06-25 19:10:00+00:00,15,Wednesday,LONG,106760.57499,107639.969916501,0.01963402719317169,106506.24356142856,107650.73499,51.7982,2.3153,49.4829,WIN,382.3863,25.46,36.8,BULLISH,0.5,220.0,True,-3.35
2025-07-03 12:45:00+00:00,2025-07-03 13:30:00+00:00,12,Thursday,LONG,108717.8707,109504.94910993,0.02515604684801717,108489.86212857143,109515.9007,59.3993,3.0193,56.3801,WIN,438.7663,16.08,25.39,BULLISH,0.5,45.0,True,0.0
2025-07-09 14:35:00+00:00,2025-07-09 18:10:00+00:00,14,Wednesday,LONG,108570.856,109493.4755574,0.024674349809143188,108304.12171428572,109504.426,68.2951,2.9593,65.3358,WIN,504.1021,20.33,26.56,BULLISH,0.5,215.0,True,0.0
2025-07-11 15:50:00+00:00,2025-07-12 09:50:00+00:00,15,Friday,LONG,116936.29246000001,118138.42743575401,0.021801030924827304,116589.44960285716,118150.24246000001,78.6233,2.8187,75.8047,WIN,579.9068,25.17,36.77,BULLISH,0.5,1080.0,True,0.0
2025-07-15 16:40:00+00:00,2025-07-15 18:35:00+00:00,16,Tuesday,SHORT,117683.2305,116370.42637904998,0.022987154166964847,118061.64192857144,116358.79049999999,90.5329,2.9591,87.5738,WIN,667.4806,75.68,44.97,BEARISH,0.5,115.0,True,0.0
2025-07-17 20:00:00+00:00,2025-07-17 20:05:00+00:00,20,Thursday,LONG,118805.57936999999,118593.8261382227,0.04477502968707998,118581.96794142856,119588.21936999999,-28.4438,5.8463,-34.29,LOSS,633.1905,19.28,41.31,BULLISH,0.5,5.0,False,0.0
2025-07-17 20:05:00+00:00,2025-07-17 20:35:00+00:00,20,Thursday,LONG,118529.75179,119362.01439482099,0.03937752015796766,118288.55179,119373.95178999999,98.3173,5.1522,93.1651,WIN,726.3557,16.1,43.2,BULLISH,0.5,30.0,True,0.0
2025-07-22 14:00:00+00:00,2025-07-22 14:55:00+00:00,14,Tuesday,LONG,117749.87381,119122.460372619,0.02754328084149208,117354.30238142858,119134.37380999999,113.4166,3.5883,109.8283,WIN,836.1839,23.18,32.81,BULLISH,0.5,55.0,True,0.0
